vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,location,payment_type,fare_amount,tip_amount,total_amount,weather,traffic,customer_id,driver_id,day_of_week,hour_of_day,trip_purpose,surge_pricing
V003,2024-06-18 11:42:37,2024-06-18 12:03:37,3,8.6,40.616394,-73.811543,40.781217,-73.837635,Uptown,Cash,23.4,4.87,28.27,Clear,Light,CUST4510,DR413,Tuesday,11,Errands,FALSE
V001,2024-05-19 22:38:33,2024-05-19 23:19:33,4,1.4,40.692926,-73.733715,40.714122,-73.752052,Uptown,Cash,3.58,0.42,4,Clear,Moderate,CUST6010,DR372,Sunday,22,Airport Transfer,FALSE
V003,2024-07-11 15:17:54,2024-07-11 16:10:54,4,6.1,40.78803,-73.919961,40.611519,-73.797166,Airport,Card,18.12,5.09,23.21,Cloudy,Light,CUST1815,DR953,Thursday,15,Business,FALSE
V002,2024-05-18 21:32:12,2024-05-18 22:29:12,4,3.8,40.876124,-74.026555,40.652206,-73.707858,Uptown,Cash,15.06,2.51,17.57,Rain,Heavy,CUST6403,DR595,Saturday,21,Leisure,FALSE
V004,2024-06-21 20:38:14,2024-06-21 21:04:14,4,2.7,40.63924,-73.980961,40.845989,-73.704895,Midtown,Cash,9.04,2.69,11.73,Cloudy,Light,CUST8691,DR743,Friday,20,Airport Transfer,FALSE
V002,2024-06-09 2:59:16,2024-06-09 3:21:16,3,9.4,40.729459,-74.008115,40.893064,-74.047318,Uptown,Card,35.24,4.09,39.33,Clear,Light,CUST1834,DR211,Sunday,2,Business,FALSE
V002,2024-06-17 15:26:44,2024-06-17 16:03:44,3,3.4,40.858238,-73.930751,40.594193,-73.939497,Midtown,Card,10.69,2.93,13.62,Cloudy,Light,CUST9624,DR829,Monday,15,Commute,FALSE
V002,2024-06-17 11:53:17,2024-06-17 12:45:17,3,4,40.59663,-73.750825,40.892825,-74.104653,Midtown,Cash,8.34,1.56,9.9,Fog,Moderate,CUST8496,DR462,Monday,11,Commute,FALSE
V003,2024-06-27 12:15:29,2024-06-27 13:11:29,4,7.9,40.748158,-73.901958,40.768052,-74.124596,Airport,Cash,21.27,4.21,25.48,Fog,Heavy,CUST7524,DR299,Thursday,12,Commute,TRUE
V002,2024-06-29 1:49:02,2024-06-29 2:28:02,4,3.1,40.904227,-73.820015,40.628314,-74.061678,Uptown,Cash,10.4,1.72,12.12,Rain,Heavy,CUST9112,DR563,Saturday,1,Business,TRUE
V002,2024-05-25 14:14:33,2024-05-25 14:26:33,2,1.7,40.8383,-73.814028,40.671134,-73.915976,Airport,Card,4.52,0.69,5.21,Clear,Heavy,CUST9383,DR131,Saturday,14,Leisure,TRUE
V004,2024-05-21 23:52:01,2024-05-21 23:57:01,3,4.8,40.584881,-73.929621,40.63012,-74.147966,Midtown,Card,17.46,4.96,22.42,Clear,Heavy,CUST9179,DR816,Tuesday,23,Airport Transfer,FALSE
V002,2024-07-14 1:36:00,2024-07-14 2:10:00,2,1.5,40.896264,-74.143565,40.819465,-73.774196,Midtown,Card,5.78,1.53,7.31,Snow,Light,CUST4875,DR827,Sunday,1,Business,FALSE
V004,2024-07-04 5:27:27,2024-07-04 6:00:27,3,2.1,40.818564,-73.805265,40.675702,-73.734092,Airport,Card,7.83,2.33,10.16,Cloudy,Light,CUST3369,DR603,Thursday,5,Errands,FALSE
V004,2024-05-25 11:44:19,2024-05-25 11:54:19,4,9.1,40.829839,-73.844457,40.705604,-73.708272,Airport,Cash,31.29,6.49,37.78,Rain,Heavy,CUST6642,DR726,Saturday,11,Errands,FALSE
V002,2024-05-06 12:31:06,2024-05-06 12:41:06,2,6,40.820383,-73.78841,40.700588,-73.940279,Uptown,Cash,15.96,1.84,17.8,Snow,Heavy,CUST2451,DR281,Monday,12,Errands,FALSE
V002,2024-07-01 21:11:24,2024-07-01 21:24:24,1,1.7,40.832282,-73.745477,40.874446,-74.007304,Downtown,Cash,3.65,0.76,4.41,Clear,Heavy,CUST2706,DR477,Monday,21,Leisure,TRUE
V001,2024-06-18 2:05:41,2024-06-18 2:50:41,1,7.1,40.763923,-74.003145,40.910413,-74.027171,Suburbs,Cash,18.54,5.36,23.9,Clear,Moderate,CUST2012,DR550,Tuesday,2,Commute,TRUE
V003,2024-07-29 19:48:09,2024-07-29 20:03:09,1,8,40.649649,-73.79787,40.739034,-73.805106,Suburbs,Cash,19.13,2.42,21.55,Fog,Heavy,CUST5312,DR725,Monday,19,Leisure,TRUE
V004,2024-06-03 6:26:24,2024-06-03 7:17:24,1,4.2,40.861853,-73.775985,40.69701,-73.767956,Airport,Cash,9.34,1.24,10.58,Rain,Light,CUST7700,DR751,Monday,6,Errands,TRUE
V002,2024-05-25 1:40:34,2024-05-25 2:37:34,3,8.9,40.845214,-74.072299,40.903533,-74.112085,Uptown,Cash,31.46,3.57,35.03,Clear,Heavy,CUST1516,DR964,Saturday,1,Commute,TRUE
V003,2024-05-13 21:32:41,2024-05-13 22:25:41,1,8.6,40.750876,-74.10159,40.77491,-74.043891,Downtown,Card,31.46,7.2,38.66,Snow,Moderate,CUST7760,DR553,Monday,21,Business,FALSE
V002,2024-06-27 17:13:11,2024-06-27 18:10:11,3,3.9,40.733645,-73.85048,40.610947,-74.007086,Suburbs,Cash,11.75,2.05,13.8,Cloudy,Light,CUST4418,DR916,Thursday,17,Commute,TRUE
V001,2024-05-19 0:11:20,2024-05-19 0:16:20,4,7.4,40.897945,-73.79393,40.711054,-73.902079,Downtown,Cash,21.56,3.58,25.14,Fog,Heavy,CUST4162,DR959,Sunday,0,Airport Transfer,TRUE
V004,2024-07-17 21:29:08,2024-07-17 21:42:08,4,3.5,40.70252,-73.914306,40.638204,-74.093604,Uptown,Cash,10.91,3.25,14.16,Rain,Heavy,CUST8596,DR575,Wednesday,21,Commute,FALSE
V003,2024-05-17 5:58:48,2024-05-17 6:39:48,3,5.3,40.717665,-74.028212,40.888212,-73.712524,Suburbs,Cash,19.63,4.9,24.53,Cloudy,Light,CUST4321,DR389,Friday,5,Leisure,FALSE
V003,2024-05-15 11:14:01,2024-05-15 11:28:01,2,3.6,40.906664,-73.842722,40.808471,-73.805207,Midtown,Cash,7.22,1.44,8.66,Snow,Moderate,CUST2294,DR794,Wednesday,11,Business,TRUE
V003,2024-07-12 1:31:59,2024-07-12 2:25:59,4,5,40.893891,-73.903971,40.678125,-73.870729,Airport,Card,17.6,1.97,19.57,Rain,Heavy,CUST9733,DR483,Friday,1,Commute,TRUE
V002,2024-06-04 19:10:37,2024-06-04 19:28:37,3,8,40.595927,-74.008214,40.811384,-74.14975,Uptown,Card,20.8,4.6,25.4,Cloudy,Light,CUST3789,DR379,Tuesday,19,Errands,TRUE
V004,2024-05-17 7:37:08,2024-05-17 7:43:08,3,2.2,40.793808,-73.882241,40.633548,-74.100546,Uptown,Card,4.78,1.18,5.96,Fog,Moderate,CUST8182,DR213,Friday,7,Leisure,TRUE
V002,2024-07-07 19:59:03,2024-07-07 20:59:03,1,4.1,40.776907,-73.749104,40.891079,-73.924796,Downtown,Cash,13.91,2.66,16.57,Rain,Moderate,CUST4086,DR184,Sunday,19,Leisure,FALSE
V002,2024-05-11 5:24:36,2024-05-11 6:02:36,1,7.9,40.798158,-73.718887,40.682581,-73.778941,Midtown,Card,26.6,5.57,32.17,Snow,Moderate,CUST8583,DR498,Saturday,5,Commute,TRUE
V001,2024-07-07 10:34:11,2024-07-07 10:46:11,1,5.4,40.590619,-73.740737,40.844844,-73.79628,Uptown,Cash,21.16,5.19,26.35,Clear,Moderate,CUST5080,DR177,Sunday,10,Leisure,FALSE
V002,2024-07-02 23:21:50,2024-07-02 23:35:50,4,7.1,40.59563,-73.769101,40.72938,-74.010423,Airport,Card,21.94,5.41,27.35,Clear,Light,CUST7529,DR330,Tuesday,23,Airport Transfer,FALSE
V003,2024-05-25 16:17:30,2024-05-25 16:54:30,3,5.1,40.885228,-74.037715,40.868864,-73.831584,Suburbs,Card,16.47,3.8,20.27,Rain,Moderate,CUST5608,DR871,Saturday,16,Business,TRUE
V001,2024-05-15 23:46:29,2024-05-16 0:01:29,3,5.7,40.864583,-73.951821,40.786149,-73.840968,Airport,Cash,20.95,6.1,27.05,Clear,Light,CUST8292,DR805,Wednesday,23,Errands,TRUE
V003,2024-05-01 17:59:09,2024-05-01 18:15:09,3,4.9,40.74441,-73.712475,40.875702,-73.733895,Airport,Cash,19.2,4.61,23.81,Clear,Light,CUST6004,DR809,Wednesday,17,Errands,FALSE
V002,2024-05-01 13:43:12,2024-05-01 13:54:12,3,6,40.733522,-73.997185,40.865519,-73.848873,Midtown,Cash,15.17,3.26,18.43,Cloudy,Heavy,CUST9028,DR257,Wednesday,13,Errands,TRUE
V002,2024-05-19 13:25:57,2024-05-19 14:12:57,1,1.7,40.595631,-73.786991,40.632501,-73.996547,Midtown,Cash,3.68,0.78,4.46,Clear,Light,CUST2508,DR549,Sunday,13,Errands,TRUE
V004,2024-05-02 6:37:57,2024-05-02 7:26:57,4,3.2,40.706212,-73.841568,40.630829,-74.052083,Downtown,Cash,11.22,1.64,12.86,Cloudy,Moderate,CUST3583,DR810,Thursday,6,Commute,TRUE
V002,2024-06-19 13:23:07,2024-06-19 13:32:07,3,7.8,40.771037,-73.970927,40.658029,-73.77197,Suburbs,Cash,21.83,3.14,24.97,Cloudy,Light,CUST5211,DR151,Wednesday,13,Airport Transfer,TRUE
V004,2024-06-25 21:35:33,2024-06-25 21:53:33,3,7.7,40.638319,-73.81468,40.765074,-73.983948,Uptown,Cash,23.05,6.5,29.55,Snow,Moderate,CUST7963,DR157,Tuesday,21,Commute,FALSE
V001,2024-07-24 15:56:08,2024-07-24 16:09:08,3,3.5,40.914673,-73.720706,40.890611,-74.072862,Airport,Cash,13.98,4.17,18.15,Fog,Heavy,CUST9275,DR870,Wednesday,15,Airport Transfer,TRUE
V003,2024-07-06 20:23:42,2024-07-06 20:50:42,3,4.6,40.79721,-73.76637,40.629497,-73.990622,Uptown,Card,15.12,4.16,19.28,Clear,Heavy,CUST2369,DR735,Saturday,20,Airport Transfer,FALSE
V004,2024-05-03 2:16:18,2024-05-03 3:15:18,4,5,40.780411,-73.963567,40.643984,-73.878683,Midtown,Cash,17.94,2.64,20.58,Snow,Heavy,CUST1093,DR326,Friday,2,Errands,FALSE
V003,2024-06-22 10:23:46,2024-06-22 10:43:46,2,8.5,40.796323,-73.822486,40.721722,-73.892628,Airport,Card,22.95,5.31,28.26,Rain,Heavy,CUST3141,DR412,Saturday,10,Errands,FALSE
V004,2024-05-13 23:10:45,2024-05-14 0:06:45,2,6.7,40.725104,-73.730403,40.807188,-74.105137,Midtown,Cash,16.68,4.6,21.28,Fog,Heavy,CUST7762,DR462,Monday,23,Leisure,TRUE
V002,2024-05-26 16:45:36,2024-05-26 17:42:36,4,5.3,40.867823,-73.969207,40.703716,-73.92405,Uptown,Cash,16.53,2.98,19.51,Snow,Light,CUST5763,DR811,Sunday,16,Commute,FALSE
V001,2024-05-16 2:48:32,2024-05-16 3:35:32,3,6,40.771843,-73.961791,40.636681,-73.78773,Midtown,Cash,13.85,3.95,17.8,Rain,Heavy,CUST6754,DR582,Thursday,2,Commute,FALSE
V003,2024-05-06 17:02:00,2024-05-06 17:33:00,3,7.2,40.732832,-73.901125,40.70725,-73.868711,Uptown,Cash,27.48,6.64,34.12,Rain,Moderate,CUST5831,DR882,Monday,17,Business,FALSE
V002,2024-05-02 5:22:59,2024-05-02 6:12:59,1,7.3,40.641098,-73.80752,40.882121,-73.984022,Uptown,Cash,15.26,2.3,17.56,Fog,Light,CUST8108,DR192,Thursday,5,Leisure,FALSE
V002,2024-07-20 8:59:57,2024-07-20 9:06:57,1,3.3,40.718663,-74.107823,40.734303,-73.793566,Airport,Cash,7.54,1.4,8.94,Rain,Moderate,CUST1038,DR624,Saturday,8,Business,FALSE
V003,2024-05-02 15:32:49,2024-05-02 16:21:49,1,6.2,40.837228,-73.766037,40.7793,-74.126941,Airport,Cash,14.93,3.07,18,Cloudy,Moderate,CUST1404,DR201,Thursday,15,Airport Transfer,FALSE
V001,2024-07-10 1:26:16,2024-07-10 2:24:16,1,10,40.745277,-73.761345,40.750487,-74.061944,Midtown,Cash,21.46,2.36,23.82,Clear,Heavy,CUST7848,DR459,Wednesday,1,Errands,FALSE
V003,2024-05-25 9:06:40,2024-05-25 9:42:40,4,3.2,40.783836,-74.009606,40.588601,-73.708359,Downtown,Cash,12.78,3.22,16,Cloudy,Heavy,CUST8715,DR800,Saturday,9,Business,TRUE
V004,2024-05-11 0:17:18,2024-05-11 1:14:18,2,1.9,40.654474,-73.786193,40.625048,-73.974952,Airport,Card,6.94,0.74,7.68,Snow,Light,CUST7444,DR853,Saturday,0,Leisure,TRUE
V001,2024-07-31 7:43:45,2024-07-31 8:18:45,4,2.3,40.786178,-73.798436,40.771209,-74.059245,Midtown,Cash,6.97,1.72,8.69,Fog,Moderate,CUST9888,DR609,Wednesday,7,Business,FALSE
V004,2024-07-13 8:16:18,2024-07-13 8:44:18,1,6.2,40.786007,-73.987454,40.605783,-73.818495,Downtown,Cash,19.4,2.07,21.47,Fog,Light,CUST9634,DR633,Saturday,8,Commute,FALSE
V003,2024-07-19 21:33:28,2024-07-19 21:42:28,1,5.6,40.629418,-73.790406,40.902362,-73.835115,Midtown,Card,21.67,2.44,24.11,Fog,Light,CUST1864,DR472,Friday,21,Airport Transfer,TRUE
V003,2024-07-19 5:54:56,2024-07-19 6:18:56,4,1.1,40.858356,-74.109297,40.707825,-73.761439,Uptown,Card,2.35,0.45,2.8,Clear,Heavy,CUST6151,DR104,Friday,5,Errands,TRUE
V004,2024-06-17 9:40:02,2024-06-17 10:12:02,2,8,40.910703,-73.948555,40.726572,-73.982096,Uptown,Cash,30.53,6.24,36.77,Clear,Light,CUST3108,DR389,Monday,9,Leisure,TRUE
V001,2024-06-29 12:10:10,2024-06-29 12:58:10,1,7,40.683321,-74.106354,40.876875,-73.875999,Airport,Card,19.43,3.71,23.14,Cloudy,Light,CUST4232,DR139,Saturday,12,Commute,TRUE
V004,2024-05-10 5:34:01,2024-05-10 6:05:01,3,3.5,40.77934,-73.820438,40.905025,-73.702837,Suburbs,Cash,11.32,3,14.32,Clear,Heavy,CUST3334,DR752,Friday,5,Airport Transfer,FALSE
V001,2024-06-03 20:45:26,2024-06-03 21:10:26,2,4.3,40.696528,-74.101009,40.915416,-74.113191,Midtown,Cash,9.68,2.25,11.93,Cloudy,Moderate,CUST2966,DR281,Monday,20,Errands,TRUE
V002,2024-06-23 2:52:22,2024-06-23 3:50:22,1,9,40.783177,-73.764836,40.597526,-74.136909,Airport,Card,30.39,6.22,36.61,Fog,Heavy,CUST3910,DR521,Sunday,2,Airport Transfer,TRUE
V001,2024-05-30 8:33:34,2024-05-30 9:22:34,3,5.8,40.826642,-74.107312,40.799132,-73.925679,Uptown,Card,21.93,4.72,26.65,Rain,Heavy,CUST4010,DR223,Thursday,8,Commute,TRUE
V002,2024-06-10 15:20:50,2024-06-10 15:38:50,1,5.9,40.643785,-74.126325,40.79171,-73.975371,Airport,Cash,12.5,2.19,14.69,Clear,Moderate,CUST6228,DR472,Monday,15,Leisure,FALSE
V001,2024-06-29 0:45:25,2024-06-29 1:04:25,2,9.9,40.789027,-73.989647,40.697285,-73.784943,Suburbs,Card,25.12,2.7,27.82,Fog,Moderate,CUST8786,DR900,Saturday,0,Leisure,TRUE
V004,2024-05-13 17:23:18,2024-05-13 18:16:18,1,9,40.656648,-74.059293,40.772944,-74.131721,Airport,Cash,19.95,4.71,24.66,Snow,Moderate,CUST7121,DR430,Monday,17,Commute,FALSE
V001,2024-05-01 6:31:54,2024-05-01 6:40:54,1,8,40.653461,-73.767587,40.90878,-73.89399,Downtown,Card,25.3,3.32,28.62,Cloudy,Moderate,CUST4758,DR528,Wednesday,6,Airport Transfer,TRUE
V002,2024-05-21 12:35:47,2024-05-21 12:44:47,1,4.3,40.670472,-73.993696,40.723675,-74.102915,Uptown,Card,9.21,1.11,10.32,Snow,Heavy,CUST4624,DR808,Tuesday,12,Errands,TRUE
V003,2024-06-17 21:16:13,2024-06-17 21:28:13,1,5.8,40.727242,-74.06435,40.842315,-73.918852,Airport,Card,15.86,4.31,20.17,Rain,Light,CUST3647,DR449,Monday,21,Errands,TRUE
V002,2024-05-03 7:14:04,2024-05-03 7:33:04,2,7,40.587922,-73.814196,40.746633,-73.966503,Suburbs,Cash,19.67,3.27,22.94,Clear,Heavy,CUST1398,DR884,Friday,7,Commute,TRUE
V004,2024-06-20 0:45:57,2024-06-20 1:08:57,1,9.5,40.857069,-73.887198,40.855514,-73.794733,Uptown,Card,33.26,4.82,38.08,Snow,Light,CUST3979,DR156,Thursday,0,Business,FALSE
V001,2024-06-04 9:28:40,2024-06-04 9:49:40,4,7.1,40.602841,-73.768361,40.830738,-73.970254,Midtown,Card,26.06,7.41,33.47,Cloudy,Light,CUST7220,DR229,Tuesday,9,Commute,FALSE
V003,2024-06-28 0:06:04,2024-06-28 0:16:04,2,7.9,40.900663,-73.972122,40.715183,-73.748032,Airport,Cash,31.54,9.43,40.97,Rain,Heavy,CUST3232,DR931,Friday,0,Airport Transfer,TRUE
V002,2024-06-13 6:41:05,2024-06-13 7:24:05,3,3.5,40.853341,-74.058089,40.687966,-74.088163,Downtown,Cash,8.08,1.9,9.98,Fog,Light,CUST4641,DR177,Thursday,6,Airport Transfer,FALSE
V001,2024-07-13 9:15:07,2024-07-13 10:04:07,3,1.8,40.732772,-73.820724,40.738808,-73.892452,Suburbs,Cash,6.42,1.22,7.64,Clear,Heavy,CUST2282,DR797,Saturday,9,Commute,FALSE
V002,2024-05-17 9:08:56,2024-05-17 9:43:56,3,3,40.797526,-73.763742,40.757068,-73.731881,Suburbs,Cash,6.01,1.37,7.38,Clear,Moderate,CUST6056,DR894,Friday,9,Leisure,TRUE
V004,2024-07-10 14:25:31,2024-07-10 15:25:31,1,2.1,40.631845,-73.973409,40.855371,-74.074515,Airport,Card,5.87,0.81,6.68,Fog,Moderate,CUST9342,DR713,Wednesday,14,Errands,TRUE
V003,2024-05-14 6:57:11,2024-05-14 7:53:11,2,5,40.716563,-73.945355,40.726402,-73.965824,Midtown,Cash,12.47,2.05,14.52,Rain,Moderate,CUST1600,DR753,Tuesday,6,Airport Transfer,TRUE
V001,2024-07-28 14:13:10,2024-07-28 15:02:10,1,8.4,40.588857,-73.780672,40.691796,-73.775149,Suburbs,Cash,32.47,8.49,40.96,Cloudy,Light,CUST8427,DR156,Sunday,14,Leisure,TRUE
V003,2024-05-06 3:29:00,2024-05-06 4:02:00,2,8.2,40.843038,-73.808994,40.661631,-73.913412,Midtown,Card,30.13,8.5,38.63,Clear,Moderate,CUST3541,DR566,Monday,3,Business,TRUE
V002,2024-05-16 15:47:08,2024-05-16 16:11:08,3,1.5,40.762875,-74.033793,40.627126,-74.056498,Suburbs,Card,5.79,1.71,7.5,Snow,Moderate,CUST9427,DR677,Thursday,15,Commute,FALSE
V002,2024-07-14 4:00:04,2024-07-14 4:11:04,3,8.1,40.592849,-73.735513,40.725322,-73.815672,Airport,Card,30.96,9.18,40.14,Fog,Moderate,CUST4153,DR290,Sunday,4,Business,TRUE
V002,2024-07-14 7:46:28,2024-07-14 8:07:28,4,2.9,40.676358,-74.086331,40.592422,-73.753419,Downtown,Card,9.1,2.53,11.63,Cloudy,Moderate,CUST7719,DR647,Sunday,7,Errands,FALSE
V003,2024-06-03 18:45:21,2024-06-03 19:35:21,3,9.4,40.840912,-73.759814,40.692761,-74.11192,Airport,Cash,30.69,6.68,37.37,Cloudy,Light,CUST5036,DR690,Monday,18,Airport Transfer,TRUE
V002,2024-05-11 12:44:24,2024-05-11 13:14:24,1,8.2,40.626052,-73.85998,40.799119,-73.772848,Suburbs,Cash,19.94,2.58,22.52,Fog,Moderate,CUST8595,DR774,Saturday,12,Airport Transfer,FALSE
V004,2024-07-24 0:30:13,2024-07-24 1:04:13,1,5.4,40.732514,-73.856875,40.675203,-74.138732,Uptown,Cash,10.91,2.72,13.63,Clear,Moderate,CUST3205,DR461,Wednesday,0,Errands,TRUE
V004,2024-05-07 6:53:38,2024-05-07 7:45:38,4,1.8,40.699069,-73.803128,40.720446,-73.733518,Uptown,Card,4.01,0.46,4.47,Cloudy,Light,CUST5935,DR235,Tuesday,6,Commute,TRUE
V001,2024-05-14 21:19:42,2024-05-14 21:27:42,1,2,40.873488,-73.958737,40.773085,-73.838433,Downtown,Cash,6.96,1.63,8.59,Clear,Light,CUST1620,DR676,Tuesday,21,Leisure,TRUE
V002,2024-05-25 22:07:23,2024-05-25 22:21:23,4,3.5,40.686608,-74.045982,40.822133,-73.908685,Uptown,Cash,8.71,2.39,11.1,Snow,Light,CUST8118,DR891,Saturday,22,Leisure,FALSE
V001,2024-06-03 14:35:00,2024-06-03 14:51:00,2,9.4,40.830609,-74.087192,40.739048,-73.840945,Uptown,Card,21.83,4.78,26.61,Rain,Moderate,CUST2617,DR663,Monday,14,Airport Transfer,FALSE
V004,2024-05-24 13:08:58,2024-05-24 13:26:58,4,6.9,40.839507,-74.110593,40.893387,-73.713561,Uptown,Card,27.02,7.94,34.96,Clear,Light,CUST2376,DR145,Friday,13,Errands,TRUE
V001,2024-05-12 0:12:58,2024-05-12 0:17:58,2,2.6,40.804161,-74.106744,40.685484,-73.777338,Downtown,Card,8.58,1.96,10.54,Rain,Heavy,CUST5007,DR141,Sunday,0,Errands,TRUE
V001,2024-06-13 14:36:01,2024-06-13 15:14:01,2,2.3,40.638197,-73.999082,40.692993,-73.718553,Downtown,Cash,5.27,1.16,6.43,Cloudy,Heavy,CUST4395,DR445,Thursday,14,Business,FALSE
V003,2024-06-07 7:34:26,2024-06-07 8:19:26,3,8.3,40.776171,-73.705963,40.618849,-73.749864,Downtown,Card,29.71,3.67,33.38,Clear,Heavy,CUST3599,DR794,Friday,7,Commute,TRUE
V001,2024-07-01 11:48:54,2024-07-01 12:00:54,3,8,40.733221,-74.120805,40.848028,-73.975703,Airport,Cash,23.41,4.05,27.46,Snow,Moderate,CUST1398,DR521,Monday,11,Errands,TRUE
V004,2024-06-01 4:13:02,2024-06-01 4:23:02,4,2.2,40.582115,-74.124442,40.645499,-74.029098,Suburbs,Cash,5.58,1.35,6.93,Fog,Heavy,CUST4601,DR709,Saturday,4,Airport Transfer,FALSE
V002,2024-06-20 17:12:30,2024-06-20 17:37:30,3,1.5,40.780242,-74.149784,40.721955,-73.80423,Airport,Cash,4.3,0.96,5.26,Clear,Heavy,CUST4765,DR803,Thursday,17,Business,FALSE
V001,2024-05-02 23:40:05,2024-05-03 0:28:05,1,2.7,40.903907,-74.122563,40.666933,-74.002843,Downtown,Cash,6.73,1.91,8.64,Fog,Heavy,CUST6269,DR230,Thursday,23,Commute,FALSE
V001,2024-07-16 10:13:30,2024-07-16 11:10:30,1,4.4,40.858876,-73.792832,40.694308,-73.994961,Downtown,Card,11.56,1.44,13,Snow,Moderate,CUST5066,DR378,Tuesday,10,Errands,TRUE
V002,2024-06-14 21:34:50,2024-06-14 22:08:50,4,8.5,40.875032,-74.13813,40.831042,-74.063507,Downtown,Cash,26.82,7.46,34.28,Fog,Light,CUST6515,DR932,Friday,21,Airport Transfer,FALSE
V002,2024-05-09 20:37:43,2024-05-09 20:52:43,1,8.8,40.872923,-73.829326,40.724493,-73.712975,Suburbs,Cash,26.94,5.44,32.38,Snow,Moderate,CUST3004,DR901,Thursday,20,Leisure,FALSE
V002,2024-06-20 16:07:48,2024-06-20 17:01:48,3,6,40.852279,-73.825578,40.586006,-73.737676,Midtown,Cash,12.7,1.98,14.68,Cloudy,Light,CUST2994,DR723,Thursday,16,Errands,TRUE
V001,2024-05-24 15:07:59,2024-05-24 16:02:59,1,4.5,40.721077,-73.792643,40.76519,-73.959441,Uptown,Card,13.29,2.58,15.87,Snow,Moderate,CUST9825,DR991,Friday,15,Errands,FALSE
V004,2024-06-23 16:59:11,2024-06-23 17:43:11,1,5.2,40.63847,-73.813274,40.682471,-73.988172,Suburbs,Cash,16.4,3.14,19.54,Fog,Moderate,CUST4708,DR606,Sunday,16,Airport Transfer,FALSE
V003,2024-06-01 22:10:52,2024-06-01 23:01:52,4,5.2,40.69242,-73.844885,40.688484,-74.053572,Suburbs,Cash,11.12,1.82,12.94,Rain,Light,CUST6228,DR402,Saturday,22,Airport Transfer,TRUE
V003,2024-05-09 18:03:26,2024-05-09 18:57:26,3,9.3,40.761402,-74.013683,40.696263,-73.860687,Downtown,Card,36.66,5.55,42.21,Snow,Heavy,CUST5406,DR396,Thursday,18,Business,FALSE
V003,2024-06-08 1:59:34,2024-06-08 2:23:34,4,9.8,40.687398,-73.783514,40.583131,-73.953797,Downtown,Card,33.06,5.35,38.41,Rain,Heavy,CUST9190,DR440,Saturday,1,Commute,FALSE
V003,2024-05-11 1:03:23,2024-05-11 2:03:23,4,8.8,40.916364,-73.931737,40.790628,-73.868536,Midtown,Cash,26.71,4.24,30.95,Cloudy,Moderate,CUST6542,DR143,Saturday,1,Errands,TRUE
V003,2024-05-23 9:26:03,2024-05-23 10:26:03,1,5.2,40.67088,-73.806328,40.645692,-73.756828,Uptown,Cash,14.12,3.57,17.69,Clear,Heavy,CUST3538,DR800,Thursday,9,Business,FALSE
V002,2024-06-23 8:05:47,2024-06-23 8:54:47,4,1.3,40.629687,-73.77057,40.591155,-74.007737,Downtown,Card,3.79,1.12,4.91,Cloudy,Light,CUST5559,DR599,Sunday,8,Errands,TRUE
V001,2024-07-02 2:42:53,2024-07-02 3:31:53,2,2,40.776871,-73.721495,40.585497,-73.83098,Airport,Cash,7.6,1.37,8.97,Snow,Moderate,CUST7431,DR666,Tuesday,2,Commute,FALSE
V002,2024-06-15 22:51:34,2024-06-15 23:00:34,1,4.9,40.807211,-73.988299,40.693466,-74.028185,Downtown,Card,11.79,2.19,13.98,Snow,Light,CUST9931,DR750,Saturday,22,Errands,FALSE
V003,2024-06-26 18:06:35,2024-06-26 18:12:35,4,4.8,40.633576,-73.907484,40.848886,-73.883907,Airport,Cash,11.24,2.06,13.3,Cloudy,Light,CUST1567,DR632,Wednesday,18,Leisure,TRUE
V004,2024-05-31 12:03:04,2024-05-31 12:28:04,1,4,40.85832,-74.09661,40.86966,-73.768646,Downtown,Cash,15.93,4.24,20.17,Fog,Heavy,CUST2756,DR246,Friday,12,Airport Transfer,FALSE
V003,2024-05-28 9:26:24,2024-05-28 9:52:24,4,6.1,40.681002,-73.717632,40.644076,-73.920822,Midtown,Card,20.15,5.21,25.36,Clear,Light,CUST1016,DR247,Tuesday,9,Airport Transfer,FALSE
V003,2024-05-08 5:00:57,2024-05-08 6:00:57,2,7.4,40.613906,-73.945338,40.884348,-73.835732,Suburbs,Card,18.29,4.76,23.05,Cloudy,Moderate,CUST1920,DR424,Wednesday,5,Commute,FALSE
V002,2024-05-04 4:54:57,2024-05-04 5:29:57,1,5.4,40.64622,-73.877697,40.867938,-73.742865,Downtown,Cash,18.38,2.2,20.58,Clear,Heavy,CUST9871,DR839,Saturday,4,Leisure,TRUE
V004,2024-06-04 13:49:22,2024-06-04 14:10:22,4,3.6,40.799875,-73.891519,40.793081,-73.96743,Airport,Card,10.91,2.22,13.13,Clear,Light,CUST7437,DR330,Tuesday,13,Errands,FALSE
V001,2024-07-05 11:11:41,2024-07-05 11:48:41,3,9.8,40.810961,-73.776109,40.590401,-74.015067,Downtown,Card,31.32,7.9,39.22,Fog,Light,CUST6136,DR326,Friday,11,Leisure,FALSE
V004,2024-06-24 7:00:21,2024-06-24 7:41:21,1,9.1,40.899659,-73.713153,40.820771,-74.076492,Uptown,Cash,20.86,3.74,24.6,Fog,Heavy,CUST5539,DR326,Monday,7,Leisure,TRUE
